# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3212170	3213090	-					cyoE		BKP64_RS14960	921		old_locus_tag=BKP64_14960
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3212170	3213090	-	WP_070971832.1	WP_070971832.1		heme o synthase	cyoE		BKP64_RS14960	921	306	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3213087	3214142	-							BKP64_RS14965	1056		old_locus_tag=BKP64_14965
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3213087	3214142	-	WP_070973707.1	WP_070973707.1		COX15/CtaA family protein			BKP64_RS14965	1056	351	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3214208	3214852	-							BKP64_RS14970	645		old_locus_tag=BKP64_14970
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3214208	3214852	-	WP_227515426.1	WP_227515426.1		hypothetical protein			BKP64_RS14970	645	214	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3214833	3215570	-							BKP64_RS14975	738		old_locus_tag=BKP64_14975
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3214833	3215570	-	WP_070971838.1	WP_070971838.1		SURF1 family protein			BKP64_RS14975	738	245	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3215651	3215854	+							BKP64_RS14980	204		old_locus_tag=BKP64_14980
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3215651	3215854	+	WP_070971841.1	WP_070971841.1		twin transmembrane helix small protein			BKP64_RS14980	204	67	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3215864	3216751	-							BKP64_RS14985	888		old_locus_tag=BKP64_14985
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3215864	3216751	-	WP_070971844.1	WP_070971844.1		cytochrome c oxidase subunit 3			BKP64_RS14985	888	295	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3216838	3218421	-					ctaD		BKP64_RS14990	1584		old_locus_tag=BKP64_14990
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3216838	3218421	-	WP_070971847.1	WP_070971847.1		cytochrome c oxidase subunit I	ctaD		BKP64_RS14990	1584	527	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3218479	3219603	-					coxB		BKP64_RS14995	1125		old_locus_tag=BKP64_14995
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3218479	3219603	-	WP_070971850.1	WP_070971850.1		cytochrome c oxidase subunit II	coxB		BKP64_RS14995	1125	374	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3219811	3221139	+							BKP64_RS15000	1329		old_locus_tag=BKP64_15000
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3219811	3221139	+	WP_070971853.1	WP_070971853.1		MATE family efflux transporter			BKP64_RS15000	1329	442	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3221338	3221988	+							BKP64_RS15005	651		old_locus_tag=BKP64_15005
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3221338	3221988	+	WP_070971856.1	WP_070971856.1		hypothetical protein			BKP64_RS15005	651	216	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3222080	3222652	+							BKP64_RS15010	573		old_locus_tag=BKP64_15010
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3222080	3222652	+	WP_227515428.1	WP_227515428.1		methylamine utilization protein			BKP64_RS15010	573	190	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3222652	3225006	+							BKP64_RS15015	2355		old_locus_tag=BKP64_15015
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3222652	3225006	+	WP_070971862.1	WP_070971862.1		GGDEF domain-containing phosphodiesterase			BKP64_RS15015	2355	784	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3225003	3225875	+							BKP64_RS15020	873		old_locus_tag=BKP64_15020
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3225003	3225875	+	WP_070971865.1	WP_070971865.1		DUF3034 family protein			BKP64_RS15020	873	290	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3225877	3226329	+							BKP64_RS15025	453		old_locus_tag=BKP64_15025
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3225877	3226329	+	WP_083329228.1	WP_083329228.1		group 1 truncated hemoglobin			BKP64_RS15025	453	150	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3226394	3226780	+							BKP64_RS15030	387		old_locus_tag=BKP64_15030
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3226394	3226780	+	WP_070971868.1	WP_070971868.1		DoxX family protein			BKP64_RS15030	387	128	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3226786	3228585	-							BKP64_RS15035	1800		old_locus_tag=BKP64_15035
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3226786	3228585	-	WP_083329229.1	WP_083329229.1		sensor domain-containing diguanylate cyclase			BKP64_RS15035	1800	599	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3228749	3228979	+							BKP64_RS15040	231		old_locus_tag=BKP64_15040
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3228749	3228979	+	WP_070971871.1	WP_070971871.1		DUF1653 domain-containing protein			BKP64_RS15040	231	76	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3229095	3230417	+							BKP64_RS15045	1323		old_locus_tag=BKP64_15045
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3229095	3230417	+	WP_070971874.1	WP_070971874.1		Na+/H+ antiporter family protein			BKP64_RS15045	1323	440	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3230720	3230971	-							BKP64_RS15050	252		old_locus_tag=BKP64_15050
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3230720	3230971	-	WP_070971877.1	WP_070971877.1		YheV family putative metal-binding protein			BKP64_RS15050	252	83	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3231029	3233074	-					prlC		BKP64_RS15055	2046		old_locus_tag=BKP64_15055
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3231029	3233074	-	WP_070971880.1	WP_070971880.1		oligopeptidase A	prlC		BKP64_RS15055	2046	681	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3233281	3233823	+							BKP64_RS15060	543		old_locus_tag=BKP64_15060
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3233281	3233823	+	WP_070971883.1	WP_070971883.1		gamma carbonic anhydrase family protein			BKP64_RS15060	543	180	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3233998	3234447	+							BKP64_RS15065	450		old_locus_tag=BKP64_15065
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3233998	3234447	+	WP_070971886.1	WP_070971886.1		Hsp20/alpha crystallin family protein			BKP64_RS15065	450	149	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3234484	3234801	-							BKP64_RS15070	318		old_locus_tag=BKP64_15070
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3234484	3234801	-	WP_070971891.1	WP_070971891.1		PA4642 family protein			BKP64_RS15070	318	105	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3234963	3235796	-							BKP64_RS15075	834		old_locus_tag=BKP64_15075
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3234963	3235796	-	WP_070971894.1	WP_070971894.1		OmpA family protein			BKP64_RS15075	834	277	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3235801	3236574	-							BKP64_RS15080	774		old_locus_tag=BKP64_15080
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3235801	3236574	-	WP_070971896.1	WP_070971896.1		MotA/TolQ/ExbB proton channel family protein			BKP64_RS15080	774	257	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3236627	3237454	-					aroE		BKP64_RS15085	828		old_locus_tag=BKP64_15085
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3236627	3237454	-	WP_070971899.1	WP_070971899.1		shikimate dehydrogenase	aroE		BKP64_RS15085	828	275	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3237470	3238387	-					hemF		BKP64_RS15090	918		old_locus_tag=BKP64_15090
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3237470	3238387	-	WP_070971902.1	WP_070971902.1		oxygen-dependent coproporphyrinogen oxidase	hemF		BKP64_RS15090	918	305	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3238396	3238968	-							BKP64_RS15095	573		old_locus_tag=BKP64_15095
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3238396	3238968	-	WP_070973710.1	WP_070973710.1		L-threonylcarbamoyladenylate synthase			BKP64_RS15095	573	190	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3239015	3240220	-					dprA		BKP64_RS15100	1206		old_locus_tag=BKP64_15100
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3239015	3240220	-	WP_227515429.1	WP_227515429.1		DNA-processing protein DprA	dprA		BKP64_RS15100	1206	401	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3240294	3241310	-							BKP64_RS15105	1017		old_locus_tag=BKP64_15105
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3240294	3241310	-	WP_070971907.1	WP_070971907.1		LysM peptidoglycan-binding domain-containing protein			BKP64_RS15105	1017	338	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3241727	3242230	+					def		BKP64_RS15110	504		old_locus_tag=BKP64_15110
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3241727	3242230	+	WP_070971910.1	WP_070971910.1		peptide deformylase	def		BKP64_RS15110	504	167	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3242327	3243262	+					fmt		BKP64_RS15115	936		old_locus_tag=BKP64_15115
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3242327	3243262	+	WP_070971914.1	WP_070971914.1		methionyl-tRNA formyltransferase	fmt		BKP64_RS15115	936	311	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3243264	3244565	+					rsmB		BKP64_RS15120	1302		old_locus_tag=BKP64_15120
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3243264	3244565	+	WP_070971916.1	WP_070971916.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		BKP64_RS15120	1302	433	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3244562	3245965	+					trkA		BKP64_RS15125	1404		old_locus_tag=BKP64_15125
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3244562	3245965	+	WP_070971919.1	WP_070971919.1		Trk system potassium transporter TrkA	trkA		BKP64_RS15125	1404	467	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3246092	3247123	+					glyQ		BKP64_RS15130	1032		old_locus_tag=BKP64_15130
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3246092	3247123	+	WP_070971922.1	WP_070971922.1		glycine--tRNA ligase subunit alpha	glyQ		BKP64_RS15130	1032	343	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3247126	3249207	+					glyS		BKP64_RS15135	2082		old_locus_tag=BKP64_15135
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3247126	3249207	+	WP_070971925.1	WP_070971925.1		glycine--tRNA ligase subunit beta	glyS		BKP64_RS15135	2082	693	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3249237	3249794	+					gmhB		BKP64_RS15140	558		old_locus_tag=BKP64_15140
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3249237	3249794	+	WP_070971928.1	WP_070971928.1		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	gmhB		BKP64_RS15140	558	185	
gene	tRNA	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3249830	3249906	+							BKP64_RS15145	77		old_locus_tag=BKP64_15145
tRNA		GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3249830	3249906	+				tRNA-Pro			BKP64_RS15145	77		anticodon=CGG
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3249960	3251504	-							BKP64_RS15150	1545		old_locus_tag=BKP64_15150
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3249960	3251504	-	WP_070973712.1	WP_070973712.1		phospholipase D family protein			BKP64_RS15150	1545	514	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3251820	3254216	-							BKP64_RS15155	2397		old_locus_tag=BKP64_15155
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3251820	3254216	-	WP_070971931.1	WP_070971931.1		EAL domain-containing protein			BKP64_RS15155	2397	798	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3254516	3255142	+							BKP64_RS15160	627		old_locus_tag=BKP64_15160
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3254516	3255142	+	WP_070971933.1	WP_070971933.1		peroxiredoxin			BKP64_RS15160	627	208	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3255458	3256714	+							BKP64_RS15165	1257		old_locus_tag=BKP64_15165
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3255458	3256714	+	WP_070971936.1	WP_070971936.1		NAD(P)/FAD-dependent oxidoreductase			BKP64_RS15165	1257	418	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3256856	3257389	+							BKP64_RS15170	534		old_locus_tag=BKP64_15170
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3256856	3257389	+	WP_070971939.1	WP_070971939.1		EAL domain-containing protein			BKP64_RS15170	534	177	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3257422	3258708	+							BKP64_RS15175	1287		old_locus_tag=BKP64_15175
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3257422	3258708	+	WP_070971943.1	WP_070971943.1		sensor domain-containing diguanylate cyclase			BKP64_RS15175	1287	428	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3258767	3259138	+							BKP64_RS15180	372		old_locus_tag=BKP64_15180
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3258767	3259138	+	WP_070971947.1	WP_070971947.1		VOC family protein			BKP64_RS15180	372	123	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3259173	3261422	-							BKP64_RS15185	2250		old_locus_tag=BKP64_15185
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3259173	3261422	-	WP_227515431.1	WP_227515431.1		ATP-dependent DNA helicase			BKP64_RS15185	2250	749	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3261419	3263128	-							BKP64_RS15190	1710		old_locus_tag=BKP64_15190
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3261419	3263128	-	WP_070971953.1	WP_070971953.1		VRR-NUC domain-containing protein			BKP64_RS15190	1710	569	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3263233	3263940	+					folM		BKP64_RS15195	708		old_locus_tag=BKP64_15195
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3263233	3263940	+	WP_070971957.1	WP_070971957.1		dihydromonapterin reductase	folM		BKP64_RS15195	708	235	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3263947	3264390	-							BKP64_RS15200	444		old_locus_tag=BKP64_15200
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3263947	3264390	-	WP_083329230.1	WP_083329230.1		DUF4864 domain-containing protein			BKP64_RS15200	444	147	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3264545	3268138	+					recC		BKP64_RS15205	3594		old_locus_tag=BKP64_15205
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3264545	3268138	+	WP_070971960.1	WP_070971960.1		exodeoxyribonuclease V subunit gamma	recC		BKP64_RS15205	3594	1197	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3268135	3271866	+					recB		BKP64_RS15210	3732		old_locus_tag=BKP64_15210
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3268135	3271866	+	WP_070971963.1	WP_070971963.1		exodeoxyribonuclease V subunit beta	recB		BKP64_RS15210	3732	1243	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3271863	3274112	+					recD		BKP64_RS15215	2250		old_locus_tag=BKP64_15215
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3271863	3274112	+	WP_070971965.1	WP_070971965.1		exodeoxyribonuclease V subunit alpha	recD		BKP64_RS15215	2250	749	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3274099	3275922	-							BKP64_RS15220	1824		old_locus_tag=BKP64_15220
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3274099	3275922	-	WP_070971968.1	WP_070971968.1		ABC transporter ATP-binding protein/permease			BKP64_RS15220	1824	607	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3276094	3277857	+							BKP64_RS15225	1764		old_locus_tag=BKP64_15225
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3276094	3277857	+	WP_070971971.1	WP_070971971.1		ABC transporter transmembrane domain-containing protein			BKP64_RS15225	1764	587	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3277936	3279213	+					gabT		BKP64_RS15230	1278		old_locus_tag=BKP64_15230
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3277936	3279213	+	WP_070973714.1	WP_070973714.1		4-aminobutyrate--2-oxoglutarate transaminase	gabT		BKP64_RS15230	1278	425	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3279488	3280249	+							BKP64_RS15235	762		old_locus_tag=BKP64_15235
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3279488	3280249	+	WP_070971974.1	WP_070971974.1		MFS transporter			BKP64_RS15235	762	253	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3280328	3282742	-					gyrB		BKP64_RS15240	2415		old_locus_tag=BKP64_15240
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3280328	3282742	-	WP_070971977.1	WP_070971977.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		BKP64_RS15240	2415	804	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3282822	3283949	-					recF		BKP64_RS15245	1128		old_locus_tag=BKP64_15245
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3282822	3283949	-	WP_070971981.1	WP_070971981.1		DNA replication/repair protein RecF	recF		BKP64_RS15245	1128	375	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3284064	3285335	-							BKP64_RS15250	1272		old_locus_tag=BKP64_15250
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3284064	3285335	-	WP_070971984.1	WP_070971984.1		AarF/ABC1/UbiB kinase family protein			BKP64_RS15250	1272	423	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3285346	3286449	-					dnaN		BKP64_RS15255	1104		old_locus_tag=BKP64_15255
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3285346	3286449	-	WP_070971987.1	WP_070971987.1		DNA polymerase III subunit beta	dnaN		BKP64_RS15255	1104	367	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3286505	3287956	-					dnaA		BKP64_RS15260	1452		old_locus_tag=BKP64_15260
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3286505	3287956	-	WP_070971990.1	WP_070971990.1		chromosomal replication initiator protein DnaA	dnaA		BKP64_RS15260	1452	483	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3288603	3288737	+					rpmH		BKP64_RS19170	135		
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3288603	3288737	+	WP_008172542.1	WP_008172542.1		50S ribosomal protein L34	rpmH		BKP64_RS19170	135	44	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3288753	3289160	+					rnpA		BKP64_RS19175	408		
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3288753	3289160	+	WP_083329231.1	WP_083329231.1		ribonuclease P protein component	rnpA		BKP64_RS19175	408	135	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3289160	3289453	+					yidD		BKP64_RS19180	294		
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3289160	3289453	+	WP_083329232.1	WP_083329232.1		membrane protein insertion efficiency factor YidD	yidD		BKP64_RS19180	294	97	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3289458	3291167	+					yidC		BKP64_RS15270	1710		old_locus_tag=BKP64_15270
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3289458	3291167	+	WP_070971996.1	WP_070971996.1		membrane protein insertase YidC	yidC		BKP64_RS15270	1710	569	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3291239	3292609	+					mnmE		BKP64_RS15275	1371		old_locus_tag=BKP64_15275
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3291239	3292609	+	WP_070973715.1	WP_070973715.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		BKP64_RS15275	1371	456	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3292737	3293348	+							BKP64_RS15280	612		old_locus_tag=BKP64_15280
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3292737	3293348	+	WP_070971999.1	WP_070971999.1		2-hydroxychromene-2-carboxylate isomerase			BKP64_RS15280	612	203	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3293685	3294431	+							BKP64_RS15285	747		old_locus_tag=BKP64_15285
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3293685	3294431	+	WP_070972006.1	WP_070972006.1		glycosyltransferase family 2 protein			BKP64_RS15285	747	248	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3294433	3295101	+							BKP64_RS15290	669		old_locus_tag=BKP64_15290
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3294433	3295101	+	WP_070972008.1	WP_070972008.1		VTT domain-containing protein			BKP64_RS15290	669	222	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3295110	3296900	+							BKP64_RS15295	1791		old_locus_tag=BKP64_15295
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3295110	3296900	+	WP_070972011.1	WP_070972011.1		glycosyltransferase family 39 protein			BKP64_RS15295	1791	596	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3297259	3298107	+							BKP64_RS15300	849		old_locus_tag=BKP64_15300
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3297259	3298107	+	WP_157755431.1	WP_157755431.1		SEL1-like repeat protein			BKP64_RS15300	849	282	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3298152	3300506	+							BKP64_RS15305	2355		old_locus_tag=BKP64_15305
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3298152	3300506	+	WP_070972017.1	WP_070972017.1		EAL domain-containing protein			BKP64_RS15305	2355	784	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3300553	3302373	-							BKP64_RS15310	1821		old_locus_tag=BKP64_15310
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3300553	3302373	-	WP_070972020.1	WP_070972020.1		acyl-CoA dehydrogenase C-terminal domain-containing protein			BKP64_RS15310	1821	606	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3302676	3303179	+							BKP64_RS15315	504		old_locus_tag=BKP64_15315
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3302676	3303179	+	WP_236954011.1	WP_236954011.1		DUF3833 domain-containing protein			BKP64_RS15315	504	167	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	3303218	3304312	+							BKP64_RS15320	1095		old_locus_tag=BKP64_15320
